species_id	representative	MGnify_accession	species_closest	ani_closest	gtpro_kmer_counts	phyeco_marker_counts	phyeco_pass_ratio	pangene_counts	genome_counts	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	Lineage	Continent
100093	GUT_GENOME000483	MGYG-HGUT-00093	102351	93.2494	36519	15	1	18782	37	Isolate	6212262	69	570736	55.62	100	0.76	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	Europe
100094	GUT_GENOME000484	MGYG-HGUT-00094	104497	95.5472	18	NA	NA	32847	45	Isolate	2278069	41	178732	60.06	100	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
100095	GUT_GENOME000496	MGYG-HGUT-00095	100066	87.6805	NA	15	1	4848	1	Isolate	5524219	39	282062	48.25	99.37	2.37	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__	Europe
100096	GUT_GENOME000508	MGYG-HGUT-00096	101341	80.79375	NA	15	1	2322	1	Isolate	2296798	34	553794	38.74	99.82	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__	North America
100097	GUT_GENOME000509	MGYG-HGUT-00097	100009	90.9924	14471	15	1	2924	22	Isolate	1849820	21	206799	41.09	99.3	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B animalis	North America
100098	GUT_GENOME000513	MGYG-HGUT-00098	100196	81.48925	NA	15	1	4053	2	Isolate	4868432	112	125364	39.37	99.26	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis	North America
100099	GUT_GENOME000518	MGYG-HGUT-00099	100090	82.28345	21694	15	1	99015	635	Isolate	4030170	26	451145	60	99.33	0.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	North America
100100	GUT_GENOME000522	MGYG-HGUT-00100	NA	NA	NA	15	1	7297	12	Isolate	2685350	16	396778	35.27	99.28	1.9	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Massilibacillaceae;g__;s__	North America
100101	GUT_GENOME000530	MGYG-HGUT-00101	102537	78.33905	NA	15	1	2331	1	Isolate	2543486	45	266474	72.95	98.7	0.92	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	North America
100102	GUT_GENOME000534	MGYG-HGUT-00102	101623	87.0255	NA	15	1	3730	2	Isolate	3838772	34	717148	28.37	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__	North America
100103	GUT_GENOME000537	MGYG-HGUT-00103	NA	NA	NA	15	1	3642	2	Isolate	4467399	49	374449	54.98	100	2.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	North America
100104	GUT_GENOME000545	MGYG-HGUT-00104	103114	91.5655	NA	14	1	4629	2	Isolate	3679157	69	138355	27.9	98.39	1.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	North America
100105	GUT_GENOME000554	MGYG-HGUT-00105	100224	87.086	56936	15	1	39207	135	Isolate	3966084	23	655330	45.47	99.26	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	North America
100106	GUT_GENOME000558	MGYG-HGUT-00106	100238	80.36265	41624	15	1	11633	52	Isolate	3151407	18	476239	40.69	99.25	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D gallinarum	North America
100107	GUT_GENOME000559	MGYG-HGUT-00107	102351	92.0626	73777	15	0.933333333333333	21614	134	Isolate	5859760	37	423696	55.23	100	0.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca	North America
100108	GUT_GENOME000563	MGYG-HGUT-00108	101705	94.31755	100485	15	0.933333333333333	33496	72	Isolate	4739904	25	899252	51.77	99.97	0.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii	North America
100109	GUT_GENOME000564	MGYG-HGUT-00109	100114	94.434	NA	15	0.6	1950	1	Isolate	2017266	9	1384500	42.09	100	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	North America
100110	GUT_GENOME000565	MGYG-HGUT-00110	103358	84.4941	NA	15	1	4533	2	Isolate	4775474	27	475565	52.88	98.41	0.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__	North America
100111	GUT_GENOME000566	MGYG-HGUT-00111	101446	81.39915	61656	15	1	6390	22	Isolate	2484103	9	703477	60.05	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	North America
100112	GUT_GENOME000568	MGYG-HGUT-00112	102943	88.8257	NA	15	1	2621	1	Isolate	3112947	10	788009	68.4	100	0.47	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp900323545	North America
100113	GUT_GENOME000571	MGYG-HGUT-00113	102550	94.5239	34336	15	1	209279	671	Isolate	2251843	28	144949	39.74	99.84	0.25	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	North America
100114	GUT_GENOME000572	MGYG-HGUT-00114	100109	94.434	NA	15	0.866666666666667	1936	2	Isolate	2012807	8	1529949	42.18	99.66	0.17	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	North America
100115	GUT_GENOME000573	MGYG-HGUT-00115	101474	78.8454	NA	14	1	3340	2	Isolate	3522149	23	779698	29.91	98.46	1.42	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__	North America
100116	GUT_GENOME000575	MGYG-HGUT-00116	NA	NA	NA	15	1	3322	2	Isolate	3094169	26	1574581	47	100	0.33	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__	North America
100117	GUT_GENOME000578	MGYG-HGUT-00117	NA	NA	19415	15	1	6006	20	Isolate	3354557	27	347153	40.25	99.62	0.13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella sp003150885	North America
100118	GUT_GENOME000582	MGYG-HGUT-00118	NA	NA	NA	15	1	2880	1	Isolate	3130550	22	518128	49.05	98.52	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	North America
100119	GUT_GENOME000583	MGYG-HGUT-00119	102738	92.7012	43471	15	1	15064	38	Isolate	3510290	54	138578	40.97	99.36	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195	North America
100120	GUT_GENOME000584	MGYG-HGUT-00120	103117	88.1059	NA	15	1	11905	17	Isolate	2173437	29	497321	34.09	99.3	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei_A	North America
100121	GUT_GENOME000586	MGYG-HGUT-00121	101276	93.8659	61218	15	1	10918	19	Isolate	4357687	42	238362	47.47	99.3	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi	North America
100122	GUT_GENOME000587	MGYG-HGUT-00122	103401	80.3412	45417	15	1	29166	421	Isolate	2560586	36	169476	31.93	99.67	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	North America
100123	GUT_GENOME000594	MGYG-HGUT-00123	101689	85.547	71583	15	1	24483	63	Isolate	5803256	67	338692	46.86	99.36	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935	North America
100124	GUT_GENOME000595	MGYG-HGUT-00124	100108	90.7746	NA	15	1	12856	7	Isolate	5038074	27	548481	51.76	99.55	0.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter pasteurii	North America
100125	GUT_GENOME000598	MGYG-HGUT-00125	NA	NA	NA	14	1	3209	1	Isolate	3256596	70	148590	30.74	99.49	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B tyrobutyricum	North America
100126	GUT_GENOME000603	MGYG-HGUT-00126	103210	76.7501	NA	15	1	4976	2	Isolate	4489454	60	204793	47.21	98.58	1.42	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	North America
100127	GUT_GENOME000604	MGYG-HGUT-00127	NA	NA	NA	15	1	5638	1	Isolate	6637357	36	554730	47.45	99.33	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7096;s__	North America
100128	GUT_GENOME000608	MGYG-HGUT-00128	104006	80.07765	35402	15	1	9221	41	Isolate	2906287	18	678153	58.46	99.52	0.64	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	North America
100129	GUT_GENOME000609	MGYG-HGUT-00129	NA	NA	NA	15	1	2854	2	Isolate	2720267	31	270580	50.3	97.32	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Marseille-P4683;s__Marseille-P4683 sp900232885	North America
100130	GUT_GENOME000611	MGYG-HGUT-00130	103721	85.29895	NA	15	1	5817	8	Isolate	1967573	49	117522	48.91	98.95	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_C;s__	North America
100131	GUT_GENOME000612	MGYG-HGUT-00131	103876	78.4164	NA	15	1	4749	3	Isolate	3305800	41	337905	55.4	97.99	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus rubiinfantis	North America
100132	GUT_GENOME000614	MGYG-HGUT-00132	101487	86.5988	NA	15	1	2875	2	Isolate	2897754	21	329699	35.73	100	0.94	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Beduini;s__	North America
100133	GUT_GENOME000623	MGYG-HGUT-00133	100301	82.1258	92403	15	1	40712	184	Isolate	3329208	41	220643	43.42	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000433815	North America
100134	GUT_GENOME000624	MGYG-HGUT-00134	101635	86.12255	NA	15	1	8824	14	Isolate	3162979	53	162125	30.15	100	0.94	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__KLE1796;s__KLE1796 sp001580115	North America
100135	GUT_GENOME000625	MGYG-HGUT-00135	NA	NA	NA	15	1	5872	2	Isolate	5745005	33	499492	45.45	99.37	0.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Murimonas;s__Murimonas intestini	North America
100136	GUT_GENOME000629	MGYG-HGUT-00136	104403	93.93935	16682	15	0.8	23023	38	Isolate	3864393	173	98959	41.16	99.21	1.36	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275	North America
100137	GUT_GENOME000634	MGYG-HGUT-00137	100092	82.3836	NA	15	1	7328	7	Isolate	4141345	76	188643	47.03	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__	Europe
100138	GUT_GENOME000655	MGYG-HGUT-00138	100044	92.02245	47202	15	1	38513	120	Isolate	4917597	44	269567	45.09	99.42	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	Europe
100139	GUT_GENOME000658	MGYG-HGUT-00139	100208	81.03385	63877	15	1	34578	68	Isolate	2758070	15	673876	33.09	100	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000434315	Europe
100140	GUT_GENOME000659	MGYG-HGUT-00140	104140	87.41355	23425	15	1	63819	469	Isolate	3539975	47	186715	43.68	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615	Europe
100141	GUT_GENOME000662	MGYG-HGUT-00141	102304	80.97365	76738	15	1	32596	42	Isolate	3466198	33	914767	44.93	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Europe
100142	GUT_GENOME000676	MGYG-HGUT-00142	100263	90.16585	17113	15	1	137736	757	Isolate	3538460	28	266698	44.02	99.37	0.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	Europe
100143	GUT_GENOME000677	MGYG-HGUT-00143	100037	79.9881	14670	15	1	6126	19	Isolate	2958071	52	117923	34.12	99.4	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	Europe
100144	GUT_GENOME000682	MGYG-HGUT-00144	101604	78.71115	38895	15	1	183311	2578	Isolate	3314964	10	541237	43.61	99.62	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Europe
100145	GUT_GENOME000700	MGYG-HGUT-00145	100152	79.19095	NA	15	1	4223	2	Isolate	4646417	22	484254	42.89	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__	Europe
100146	GUT_GENOME000706	MGYG-HGUT-00146	100206	84.52855	38018	15	1	74205	146	Isolate	3357411	33	363061	41.17	99.42	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	Europe
100147	GUT_GENOME000711	MGYG-HGUT-00147	102357	93.92975	NA	15	1	5467	3	Isolate	4371302	26	778705	45.93	99.59	0.02	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	Europe
100148	GUT_GENOME000718	MGYG-HGUT-00148	101439	81.09145	36177	15	1	105239	366	Isolate	2855431	75	111868	40.22	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella nexilis	Europe
100149	GUT_GENOME000724	MGYG-HGUT-00149	100839	84.68875	18560	14	1	9867	27	Isolate	3780854	163	57954	27.91	99.19	1.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense	Europe
100150	GUT_GENOME000725	MGYG-HGUT-00150	100032	86.87565	70835	15	0.933333333333333	28664	59	Isolate	7470188	170	161269	47.98	99.37	0.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella hathewayi	Europe
100151	GUT_GENOME000727	MGYG-HGUT-00151	101328	78.26885	148955	14	1	23525	112	Isolate	3486414	41	366464	29.7	99.19	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum	Europe
100152	GUT_GENOME000729	MGYG-HGUT-00152	100145	79.19095	NA	15	1	5813	1	Isolate	6260407	89	177249	43.98	99.37	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__	Europe
100153	GUT_GENOME000732	MGYG-HGUT-00153	100076	80.4071	82097	15	0.933333333333333	21479	66	Isolate	2962513	32	190448	46.45	98.19	1.6	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp000438375	Europe
100154	GUT_GENOME000735	MGYG-HGUT-00154	NA	NA	45628	15	1	185767	994	Isolate	2998355	23	437841	40.84	99.52	1.22	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp900066395	Asia
100155	GUT_GENOME000743	MGYG-HGUT-00155	100248	82.51835	47319	15	1	7954	22	Isolate	2346100	38	173709	44.6	99.08	0.61	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	Asia
100156	GUT_GENOME000753	MGYG-HGUT-00156	103696	94.9651	NA	NA	NA	10696	9	Isolate	2287006	79	95573	59.85	100	0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035	Asia
100157	GUT_GENOME000760	MGYG-HGUT-00157	100075	85.32035	NA	15	1	6005	8	Isolate	3456725	403	18488	27.47	100	1.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paeniclostridium;s__Paeniclostridium sordellii	Asia
100158	GUT_GENOME000764	MGYG-HGUT-00158	102294	94.90455	NA	NA	NA	2014	2	Isolate	2308547	96	51923	59.88	100	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Asia
100159	GUT_GENOME000767	MGYG-HGUT-00159	102290	80.663	41652	15	1	24258	153	Isolate	3206638	30	369744	45.17	98.83	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	Asia
100160	GUT_GENOME000768	MGYG-HGUT-00160	101709	84.7872	40390	15	1	8069	28	Isolate	2098512	34	117970	61.38	100	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Asia
100161	GUT_GENOME000770	MGYG-HGUT-00161	104045	86.7967	52268	15	1	9768	47	Isolate	2049624	157	30444	37.84	98.94	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus	Asia
100162	GUT_GENOME000784	MGYG-HGUT-00162	104404	80.55785	42791	15	1	10354	26	Isolate	3083618	216	35061	37.97	99.01	0.47	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans	Asia
100163	GUT_GENOME000812	MGYG-HGUT-00163	NA	NA	NA	15	1	4897	2	Isolate	2560363	31	264102	44.54	98.02	0.87	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C;s__Enterococcus_C asini	Asia
100164	GUT_GENOME000818	MGYG-HGUT-00164	101315	82.8646	NA	15	1	4059	2	Isolate	3102552	25	318557	43.85	98.83	0.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Asia
100165	GUT_GENOME000852	MGYG-HGUT-00165	101496	89.36635	NA	15	1	7017	4	Isolate	3899966	43	231667	49.54	98.73	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp900086625	Asia
100166	GUT_GENOME000862	MGYG-HGUT-00166	NA	NA	60636	15	1	10388	54	Isolate	1967637	100	55235	51.97	99.18	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H fermentum	Asia
100167	GUT_GENOME000871	MGYG-HGUT-00167	102083	95.1633	NA	15	0.933333333333333	47778	64	Isolate	2290660	55	100899	59.73	100	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035	Asia
100168	GUT_GENOME000872	MGYG-HGUT-00168	100203	81.9586	NA	15	0.866666666666667	6780	9	Isolate	5206610	56	397544	43.74	99.46	1.61	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	Asia
100169	GUT_GENOME000889	MGYG-HGUT-00169	100204	80.64135	33003	15	0.933333333333333	12362	31	Isolate	2836880	44	187385	35.82	99.33	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355	Asia
100170	GUT_GENOME000899	MGYG-HGUT-00170	104105	77.82955	49941	15	1	22260	140	Isolate	3119069	40	304420	54.2	99.52	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A sp900240235	Asia
100171	GUT_GENOME000906	MGYG-HGUT-00171	100252	93.95775	NA	15	0.733333333333333	7336	6	Isolate	3528861	38	304690	42.4	99.37	0.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900120195	Asia
100172	GUT_GENOME000931	MGYG-HGUT-00172	102328	93.6293	NA	15	1	26184	20	Isolate	6502335	75	242482	55.42	99.22	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M lavalense	Asia
100173	GUT_GENOME000941	MGYG-HGUT-00173	104591	90.07975	NA	15	1	8579	16	Isolate	1989881	8	579033	36.92	100	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__Solobacterium moorei	Asia
100174	GUT_GENOME000944	MGYG-HGUT-00174	103701	87.86135	NA	15	1	19067	12	Isolate	6515019	58	318243	43.02	99.62	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	Asia
100175	GUT_GENOME000962	MGYG-HGUT-00175	101499	93.5505	NA	15	1	10212	9	Isolate	5055105	98	111301	45.99	99.42	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena sp000509105	Asia
100176	GUT_GENOME000963	MGYG-HGUT-00176	101499	79.56845	NA	15	1	5874	2	Isolate	5921396	87	174047	44.56	99.12	0.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena orotica	Asia
100177	GUT_GENOME000967	MGYG-HGUT-00177	101820	78.42905	56485	15	1	128752	786	Isolate	2530740	47	334915	47.53	97.99	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415	Asia
100178	GUT_GENOME000979	MGYG-HGUT-00178	101356	81.73865	NA	15	1	2974	1	Isolate	3124390	42	116128	58.64	99.33	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	Asia
100179	GUT_GENOME000980	MGYG-HGUT-00179	101311	90.1732	79116	15	0.933333333333333	31883	78	Isolate	6044842	95	236844	50.17	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	Asia
100180	GUT_GENOME000984	MGYG-HGUT-00180	100912	94.84075	NA	NA	NA	2199	1	Isolate	2452586	69	108838	59.81	100	1.61	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Asia
100181	GUT_GENOME000994	MGYG-HGUT-00181	NA	NA	NA	15	1	2770	1	Isolate	2690153	143	46486	40.91	96.04	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__	Asia
100182	GUT_GENOME000996	MGYG-HGUT-00182	101316	83.83505	NA	15	1	6320	6	Isolate	2580428	87	64611	56.58	100	0.08	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__	Asia
100183	GUT_GENOME001003	MGYG-HGUT-00183	100203	91.56605	102484	15	1	66770	215	Isolate	5449115	82	213880	42.89	99.46	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas sp002161485	Asia
100184	GUT_GENOME001004	MGYG-HGUT-00184	101338	86.5055	NA	15	1	4041	3	Isolate	3628098	81	130623	42.44	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	Asia
100185	GUT_GENOME001016	MGYG-HGUT-00185	102287	83.6452	85580	15	1	240602	744	Isolate	3231072	121	68259	53.24	99.92	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	Asia
100186	GUT_GENOME001022	MGYG-HGUT-00186	104375	89.95115	28950	15	1	22067	78	Isolate	2274791	84	78326	33.97	98.11	1.25	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	Asia
